1500
7	19	19
8	10	3
15	19	13
14	15	20
2	7	20
8	14	8
16	20	8
8	8	2
11	13	9
18	9	20
7	9	18
4	2	16
19	9	12
6	13	17
11	5	3
8	2	7
17	20	20
13	7	5
16	12	7
6	1	7
12	7	6
4	3	20
20	15	5
20	7	9
12	1	17
12	7	20
17	20	12
7	18	16
4	14	7
13	15	9
2	3	5
13	7	4
6	10	6
10	11	14
17	5	1
14	7	19
12	1	3
17	9	8
14	11	8
1	19	15
14	2	17
12	19	16
16	13	13
6	5	17
3	13	3
12	14	4
8	18	19
15	13	6
20	14	1
19	2	8
9	15	12
19	15	7
12	13	8
6	6	20
20	11	20
15	5	5
20	6	11
10	19	16
14	1	14
15	11	8
11	13	18
10	20	16
17	16	3
14	5	15
3	12	13
16	14	8
10	13	18
17	5	17
1	13	2
12	1	2
2	5	13
18	7	4
5	12	3
12	12	19
12	1	3
16	4	10
13	9	3
1	16	6
19	5	5
8	19	8
14	13	3
4	5	12
15	16	18
15	5	17
10	16	6
1	16	5
14	19	16
10	16	15
20	18	19
8	2	3
9	19	20
10	19	19
15	9	15
15	17	8
14	8	2
4	17	9
3	17	7
7	16	20
18	3	6
8	18	6
17	7	13
10	7	14
15	4	4
8	5	11
20	11	15
13	16	12
6	19	17
7	6	13
2	11	2
8	10	10
5	17	4
13	6	6
20	1	10
14	18	7
7	9	17
10	15	6
11	13	16
2	10	1
6	5	18
20	1	11
13	20	2
19	18	2
11	10	10
6	4	6
8	1	16
11	14	13
12	6	18
15	2	5
8	3	1
9	13	10
20	17	9
5	1	1
4	17	9
16	3	11
20	15	2
5	7	3
6	17	9
2	5	11
8	20	12
4	5	9
20	12	18
9	8	9
6	15	3
15	4	7
9	19	11
6	8	8
17	18	13
19	9	7
16	1	2
18	16	1
11	12	9
4	12	6
17	19	10
2	5	15
16	15	9
18	12	10
1	20	4
9	10	16
2	9	15
13	7	10
6	20	7
8	17	19
16	9	4
18	19	18
2	8	4
5	1	3
14	15	11
18	12	13
10	11	15
4	19	5
15	1	7
19	13	14
13	16	2
8	17	5
5	7	2
20	3	16
13	2	16
4	16	3
17	8	17
4	8	16
17	14	16
13	20	18
18	18	15
11	8	18
4	7	19
3	12	14
5	8	14
3	6	11
11	4	6
10	6	10
18	6	19
14	8	10
19	10	1
8	19	19
10	1	11
13	13	15
19	3	9
18	8	10
8	2	2
13	4	20
10	20	5
13	19	19
2	6	10
11	13	1
18	19	7
6	6	20
10	8	9
14	12	8
5	14	18
1	16	6
16	1	10
16	4	15
15	3	13
12	11	6
18	13	1
4	3	17
13	8	2
5	20	8
19	10	8
12	1	13
7	19	6
19	10	3
13	18	9
9	1	11
18	18	12
9	15	19
2	9	1
9	4	1
8	19	15
13	17	16
8	11	5
16	6	1
20	20	19
18	4	6
19	5	3
13	9	5
19	5	17
19	12	6
12	17	4
19	10	10
6	17	18
1	19	7
5	13	12
11	10	2
6	15	2
11	17	13
20	20	8
9	20	5
16	8	4
1	18	9
4	12	16
12	3	17
15	7	10
7	9	4
19	6	7
7	12	15
20	14	18
3	12	15
13	5	20
1	1	20
6	5	2
19	12	17
20	2	6
3	15	12
19	18	4
11	14	20
10	12	5
17	3	20
12	19	15
5	14	12
17	5	14
14	13	10
18	5	2
5	10	9
18	13	6
11	9	10
3	20	9
7	1	5
10	4	6
20	20	10
11	2	7
13	1	17
16	1	12
2	15	6
6	10	20
18	18	2
1	20	7
4	6	14
15	15	16
19	13	4
4	8	5
1	19	20
8	8	8
14	4	1
11	4	1
19	4	16
3	17	3
17	5	1
10	18	6
17	16	18
7	20	14
11	4	10
